,Subtitle,Emotion,Analyzer_Output,New_Emotion
1588,i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation ,sadness,Negative,Despair
1589,i feel less valued cause i dont look good ,joy,Positive,Elation
1590,i can feel their joy and excitement for the opportunity to receive these vital ordinances ,joy,Positive,Elation
1591,i feel that phrase implies a calm orderly procession in which i would remove the refuse from my ,joy,Positive,Elation
1592,i can eat but allow myself one naughty item of my choice to avoid feeling deprived ,sadness,Negative,Despair
1593,i proclaim to have lost a bit of my sanity and feel so shaky ,fear,Negative,Anxiety
1594,i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing ,love,Positive,Passion
1595,i was told to do it continues and the fact i feel fear frightened correction terrified of what is next ,fear,Negative,Anxiety
1596,i feel uncomfortable with the fact i am so powerless at the moment ,fear,Negative,Anxiety
1597,as a child i suffered of nightmares even since than ,fear,Negative,Anxiety
1598,i feel resentful and really work that resentment until i blow up ,anger,Negative,Resentment
1599,i just feel so fucked up these days ,anger,Neutral,Anger
1600,i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day ,sadness,Neutral,Sadness
1601,i feel that each point is equally important than each ,joy,Positive,Elation
1602,i spent all day the other day feeling very morose because every once in awhile it would hit me that hilmari is dead ,sadness,Negative,Despair
1603,i feel so gloomy this independence day ,sadness,Negative,Despair
1604,i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here ,sadness,Neutral,Sadness
1605,i am in no way complaining or whining or feeling ungrateful ,sadness,Negative,Despair
1606,i am very fascinated by it and don t feel so uptight by the many challenges life has because of it ,fear,Neutral,Fear
1607,i feel better now ,joy,Positive,Elation
1608,i dont know what crazy girl i think her name was katja does for a living i feel like she should just do what i do in real life and be some sort of disheartened disallusioned clerk ,sadness,Neutral,Sadness
1609,i want to feel like i m reading something worthwhile ,joy,Positive,Elation
1610,i felt low at this point with missing people i know and i love but feeling helpless to do it ,fear,Neutral,Fear
1611,i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable ,fear,Positive,Courage
1612,i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else ,sadness,Negative,Despair
1613,i know they mean no harm but i cant help but feel offended ,anger,Negative,Resentment
1614,i feel i was intimidated by the college and people at home ,fear,Neutral,Fear
1615,i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it ,sadness,Neutral,Sadness
1616,ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting ,sadness,Negative,Despair
1617,i feel like reading anansi boys again its gorgeous ,joy,Positive,Elation
1618,i feel so violent but im a paper tiger ,anger,Negative,Resentment
1619,i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time ,sadness,Negative,Despair
1620,i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of ,sadness,Positive,Hopefulness
1621,im feeling the need to mellow out i find something on the ipod that suits me or when im ready to pump it up ive always got a go to tune or two to get me reved up ,joy,Positive,Elation
1622,i feel like i have been emotionally beaten to a pulp ,sadness,Positive,Hopefulness
1623,i go to my son s conference next week and i am already feeling nervous and apprehensive ,fear,Negative,Anxiety
1624,i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life ,anger,Negative,Resentment
1625,i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared ,anger,Negative,Resentment
1626,i feel all mellow and calm ,joy,Positive,Elation
1627,im feeling a little more adventurous ,joy,Positive,Elation
1628,i just feel really lame ,sadness,Negative,Despair
1629,i leave them i feel invigorated ,joy,Neutral,Happiness
1630,i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys ,joy,Positive,Elation
1631,i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant ,sadness,Neutral,Sadness
1632,i needed supportive caring understanding loving he made me feel i broke up with him because despite it all i could tell he was stressed and whatever place i held in his heart before i no longer kept ,sadness,Positive,Hopefulness
1633,i like that these type of assumptions because it makes me feels a bit more positive ,joy,Positive,Elation
1634,i just sort of feel lame in comparison to other bloggers ,sadness,Negative,Despair
1635,i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it ,fear,Negative,Anxiety
1636,i remember a totally different feel having been a faithful dukes watcher growing up ,joy,Positive,Elation
1637,ive found myself at the other end of it all i feel like i missed out on winter ,sadness,Neutral,Sadness
